Title,Summary,Category,Link
"Technology is reshaping combat, but geography and human leadership decisive in war: Army chief","Though technology is reshaping combat, geography and human leadership still remain the decisive factors in a war, said Chief of Army Staff General Upendra Dwivedi here on Tuesday (November 11, 2025)....",NATIONAL,https://www.thehindu.com/news/national/technology-is-reshaping-combat-but-geography-and-human-leadership-decisive-in-war-army-chief/article70267955.ece
Trinamool demands Home Minister resign for ‘failures on an industrial scale’,"The Trinamool Congress leadership on Tuesday (November 11, 2025) blamed security lapses by the Union Home Ministry forthe blast at Delhi’s Red Fortand demanded the resignation of Union Home Minister A...",NATIONAL,https://www.thehindu.com/news/national/trinamool-demands-home-minister-resign-for-failures-on-an-industrial-scale/article70268163.ece
States ruled by non-BJP parties insist on wider consultation on draft labour policy and codes,Issues such as the draft labour policy and the implementation of four Labour Codes came up for discussion at the two-day National Conference of Labour & Employment and Industry Ministers and Secretari...,NATIONAL,https://www.thehindu.com/news/national/opposition-ruled-states-insist-on-wider-consultation-on-draft-labour-policy-and-codes/article70268069.ece
"AAP, Congress attack BJP over security ‘lapses’; Delhi to pay ₹10 lakh to kin of blast victims","Both the Congress and AAP attacked the government on Tuesday (November 11, 2025) over alleged security lapses that “led to the blast at the Red Fort” which left over a dozen people dead. This came as ...",NATIONAL,https://www.thehindu.com/news/national/aap-congress-attack-bjp-over-security-lapses-delhi-to-pay-10-lakh-to-kin-of-blast-victims/article70268114.ece
"Left parties condemn blast, call for time-bound probe","Several left parties on Tuesday (November 11, 2025) strongly condemned the bomb blast near the Red Fort in the national capital, expressing grief over the loss of lives and injuries caused by the atta...",NATIONAL,https://www.thehindu.com/news/national/left-parties-condemn-red-fort-bomb-blast/article70267149.ece
Supreme Court says SIR is not the country’s first electoral roll revamp; Opposition retorts that this one is 'farcical',"The Supreme Court on Tuesday (November 11, 2025) interrogated Opposition parties, leaders, and NGOs for their negative portrayal of the Election Commission of India’sSpecial Intensive Revision (SIR) o...",NATIONAL,https://www.thehindu.com/news/national/sc-says-sir-is-not-the-countrys-first-electoral-roll-revamp-opposition-retorts-that-this-one-is-farcical/article70267510.ece
Tribal entrepreneurs are drivers of India’s progress: Tribal Affairs Minister,"Tribal communities are not just “beneficiaries” of government schemes, but “drivers of India’s progress”, Union Minister for Tribal Affairs Jual Oram said on Tuesday (November 11, 2025), speaking on t...",NATIONAL,https://www.thehindu.com/news/national/tribal-entrepreneurs-are-drivers-of-indias-progress-tribal-affairs-minister/article70267083.ece
Delhi Red Fort blast: Security measures tightened at airports,"The Bureau of Civil Aviation Security (BCAS) has ordered tighter measures at all airports afterMonday’s (November 10, 2025) blast in Delhi,prompting airlines tourge passengers to arrive early for thei...",NATIONAL,https://www.thehindu.com/news/national/delhi-red-fort-blast-security-measures-tightened-at-airports/article70267440.ece
Saudis say ‘thank you’ to expatriates with India Week,"For decades, they were considered itinerants of the oil-fuelled boom, people who came to make a living – often under restrictive conditions – and returned after accumulating their tax-free riyals. Tha...",NATIONAL,https://www.thehindu.com/news/national/saudis-say-thank-you-to-expatriates-with-india-week/article70267172.ece
Press Club of India condemns remarks against journalists by Bangladesh Chief Advisor’s spokesperson,"The Press Club of India (PCI) on Tuesday (November 11, 2025) condemned the remarks of Shafiqul Alam, official spokesperson of the Chief Advisor of the Bangladesh government, against journalists who in...",NATIONAL,https://www.thehindu.com/news/national/press-club-of-india-condemns-remarks-against-journalists-by-bangladesh-chief-advisors-spokesperson/article70266881.ece
Foreign leaders condemn Delhi blast and mourn the dead,"Messages of condemnation poured in from across the world after Monday’s (November 11, 2025) deadly blast near the Red Fort in New Delhi left at least 13 dead and dozens injured. The Foreign Minister o...",NATIONAL,https://www.thehindu.com/news/national/delhi-blast-draws-messages-of-condemnation/article70266477.ece
Those responsible for Delhi blast will not be spared: Defence Minister Rajnath Singh,"Defence Minister Rajnath Singh on Tuesday (November 11, 2025) offered his condolences to the victims of the Delhi blast and vowed that those responsible “will not be spared”....",NATIONAL,https://www.thehindu.com/news/national/those-responsible-for-delhi-blast-will-not-be-spared-defence-minister-rajnath-singh/article70266230.ece
TMC MP Mahua Moitra criticises Amit Shah over Delhi Red Fort blast,"TMC MP Mahua Moitra on Tuesday (November 11, 2025) launched a sharp attack on Union Home Minister Amit Shah overthe blast near the Red Fort in Delhiin the evening that killed at least 9 people and lef...",NATIONAL,https://www.thehindu.com/news/national/tmc-mp-mahua-moitra-criticises-amit-shah-over-delhi-red-fort-blast/article70266064.ece
"Delhi Red Fort blast: All responsible will be brought to justice, says PM Modi","Prime Minister Narendra Modi, on Tuesday (November 11, 2025), said the conspirators behind Monday night’s car explosion near Red Fort in Delhi that killed at least 13 people “will not be spared”....",NATIONAL,https://www.thehindu.com/news/national/delhi-red-fort-blast-all-responsible-will-be-brought-to-justice-says-pm-modi/article70266036.ece
"Supreme Court acquits Surinder Koli in final Nithari case, says convictions cannot rest on ‘conjecture’","The Supreme Court on Tuesday (November 11, 2025) acquitted Surinder Koli, the prime accused in the Nithari killings,in the only case where his conviction and life sentence had remained in force. The c...",NATIONAL,https://www.thehindu.com/news/national/nithari-killings-supreme-court-acquits-prime-accused-surendra-koli-in-last-pending-case/article70265652.ece
Akola riots case: Supreme Court stays order to form SIT with equal representation,"A three-judge Bench of the Supreme Court headed by Chief Justice of India B.R. Gavai on Tuesday (November 11, 2025) stayed a particulardirection by a Division Bench of the courtto theMaharashtragovern...",NATIONAL,https://www.thehindu.com/news/national/akola-riots-case-cji-led-bench-stays-supreme-court-order-to-form-sit-with-equal-hindumuslimofficers/article70265932.ece
SC hearing on SIR updates: Supreme Court issues notice on SIR petitions; requests HCs to defer hearings,"Kapil Sibal suggests, “The EC should respond to the larger issues and the petitioners would reply. It would be quicker that way. Otherwise, timelines are passing by and whole thing would become infruc...",NATIONAL,https://www.thehindu.com/news/national/sir-hearing-supreme-court-special-intensive-revision-election-commission-live-november-11-2025/article70265642.ece
Police verification for passports must be completed within four weeks: Allahabad HC,"Allahabad High Court, in an order, has directed that all police verification reports for passport applications must be completed and submitted within four weeks....",NATIONAL,https://www.thehindu.com/news/national/police-verification-for-passports-must-be-completed-within-four-weeks-allahabad-hc/article70265639.ece
PM Modi arrives in Bhutan for two day visit,"Prime Minister Narendra Modi arrived in Bhutan on Tuesday (November 11, 2025) for a two-day visit during which he will join the 70th birthday celebrations of the Fourth King of the Himalayan Nation Ji...",NATIONAL,https://www.thehindu.com/news/national/pm-modi-embarks-on-two-day-visit-to-bhutan/article70265472.ece
What is the role of a pay commission? | Explained,The story so far:...,NATIONAL,https://www.thehindu.com/news/national/what-is-the-role-of-a-pay-commission-explained/article70262556.ece
Angola agreed to partner with India in ‘critical’ areas during President Murmu's visit: Official,"Angola has come forward to partner with India in some ""very critical"" areas of cooperation like renewable energy, wildlife conservation and management, and biofuels and these are ""very significant"" ou...",NATIONAL,https://www.thehindu.com/news/national/angola-agreed-to-partner-with-india-in-critical-areas-during-president-murmus-visit-official/article70265394.ece
"Rural unemployment down, urban joblessness up, finds government survey",The Periodic Labour Force Survey (PLFS) conducted by the Union Ministry of Statistics and Programme Implementation for the July-September 2025 quarter show unemployment rate among persons aged 15 year...,NATIONAL,https://www.thehindu.com/news/national/rural-unemployment-down-urban-joblessness-up-finds-government-survey/article70263706.ece
India airlifts 197 citizens who worked in Myanmar cybercrime hub from Thailand,"Continuing with its operations to repatriate Indian nationals who were employed in the cyber scam centres of southern Myanmar, the Indian Air Force (IAF) on Monday (November 10, 2025) evacuated 197 In...",NATIONAL,https://www.thehindu.com/news/national/india-airlifts-citizens-who-worked-in-myanmar-cybercrime-hub-from-thailand/article70264322.ece
Probing all angles: Home Minister Amit Shah on Delhi blast,"Ahigh-intensity explosion occurred in a slow-moving vehicleoutside the Red Fort in central Delhi on Monday (November 10, 2025) evening, killing at least nine people and injuring more than 12 others in...",NATIONAL,https://www.thehindu.com/news/national/probing-all-angles-home-minister-amit-shah-on-delhi-blast/article70264269.ece
Supreme Court refuses to entertain Amritpal Singh’s plea challenging his detention under NSA,"The Supreme Court on Monday (November 10, 2025) refused to entertain a plea filed by radical preacher and Khadoor Sahib MP Amritpal Singh challenging his detention under the National Security Act....",NATIONAL,https://www.thehindu.com/news/national/supreme-court-refuses-to-entertain-amritpal-singhs-plea-challenging-his-detention-under-nsa/article70263153.ece
Titan Intech signs MoU to invest ₹250 crore in Andhra Pradesh,"Titan Intech Ltd., offering Embedded Manufacturing Services (EMS) and next-generation embedded systems for global OEM/ODM markets, has signed a Memorandum of Understanding (MoU) with Andhra Pradesh Ec...",BUSINESS,https://www.thehindu.com/business/Industry/titan-intech-signs-mou-to-invest-250-crore-in-andhra-pradesh/article70289635.ece
Rupee falls 6 paise to 88.72 against U.S. dollar in early trade,"The rupee declined 6 paise to 88.72 against the U.S. dollar in early trade on Monday (November 17, 2025) amid a firm American currency and relentless outflow of foreign capital....",BUSINESS,https://www.thehindu.com/business/markets/rupee-falls-6-paise-to-8872-against-us-dollar-in-early-trade/article70289410.ece
Venezuela keen to increase cooperation in critical minerals sector with India,"Venezuela has expressed keen interest in enhancing cooperation with India in critical minerals sector and attract investments, the commerce ministry said on Saturday (November 15, 2025)....",BUSINESS,https://www.thehindu.com/business/Economy/venezuela-keen-to-increase-cooperation-in-critical-minerals-sector-with-india/article70285364.ece
Govt imposes import curbs on certain platinum jewellery,"The government on Monday (November 17, 2025) imposed import curbs on certain types of platinum jewellery till April next year....",BUSINESS,https://www.thehindu.com/business/Economy/govt-imposes-import-curbs-on-certain-platinum-jewellery/article70290158.ece
Mumbai CNG pumps see rush after gas pipeline damage disrupts supply,"Compressed Natural Gas (CNG) pumps in Mumbai witnessed long queues for re-fuelling on Monday (November 17, 2025) after a major gas pipeline was damaged, disrupting supply and affecting thousands of au...",BUSINESS,https://www.thehindu.com/news/cities/mumbai/mumbai-cng-pumps-see-rush-after-gas-pipeline-damage-disrupts-supply/article70289753.ece
"China’s travel alert sparks sharp decline in Japan’s tourism, retail sector stocks","Japanese tourism and retail shares dived on Monday (November 17, 2025) afterChinawarned its citizens to avoid the tourist hotspot in a spat overPrime Minister Sanae Takaichi's comments onTaiwan....",BUSINESS,https://www.thehindu.com/news/international/chinas-travel-alert-sparks-sharp-decline-in-japans-tourism-retail-sector-stocks/article70289563.ece
Samsung plans $310 billion investment to power AI expansion,"South Korean conglomerate Samsung unveiled on Sunday a plan to invest $310 billion over the next five years mostly in technology powering artificial intelligence, aiming to meet growing demand driven ...",BUSINESS,https://www.thehindu.com/sci-tech/technology/samsung-plans-310-billion-investment-to-power-ai-expansion/article70289267.ece
Read this before you choose an NFO,"Suppose you must choose between an equity New Fund Offer (NFO) priced at ₹10 per unit and an existing fund whose net asset value (NAV) is ₹50. Which one would you prefer and why? In this article, we l...",BUSINESS,https://www.thehindu.com/business/read-this-before-you-choose-an-nfo/article70286898.ece
Motor cover: Human angle of a different kind,Motor insurance may sound like another boring financial product — till the day you actually need it....,BUSINESS,https://www.thehindu.com/business/motor-cover-human-angle-of-a-different-kind/article70286908.ece
How tax break is reshaping health insurance choices,"When the government announced a 0% GST on retail health insurance premiums on September 22, it was welcomed as a move that would make protection more affordable. But in the weeks since, it has come to...",BUSINESS,https://www.thehindu.com/business/Economy/how-tax-break-is-reshaping-health-insurance-choices/article70286891.ece
"Hindustan Zinc gets licence to explore, mine tungsten block in Andhra Pradesh","Hindustan Zinc Ltd (HZL) on Saturday (November 15, 2025) said it has received the licence to explore and mine a tungsten block in Andhra Pradesh by the State government....",BUSINESS,https://www.thehindu.com/business/hindustan-zinc-gets-licence-to-explore-mine-tungsten-block-in-andhra-pradesh/article70285363.ece
Iran looks to BRICS countries to use cryptos to help it bypass sanctions,The Iranian government wants to use cryptocurrencies to pay for trade — including with India and the other BRICS nations — and bypass the various sanctions that have been levied on it by the United St...,BUSINESS,https://www.thehindu.com/business/iran-looks-to-brics-countries-to-use-cryptos-to-help-it-bypass-sanctions/article70278800.ece
Turning threads,"Businesses, like people, are born. Some thrive and leave behind a legacy; others rise briefly before plateauing; most remain small enterprises that fade with time. Few survive, pulled back from near-d...",BUSINESS,https://www.thehindu.com/business/Industry/turning-threads/article70271559.ece
What are the threats from GNSS spoofing? | Explained,"The story so far:In early November, aircraft flying over Delhi encountered GNSS spoofing or manipulated Global Navigation Satellite System signals, catching pilots off guard as there had been no prior...",BUSINESS,https://www.thehindu.com/sci-tech/technology/what-are-the-threats-from-gnss-spoofing-explained/article70284960.ece
Global funds trimming exposures amidst imminent correction in U.S. markets: Sanlam Group CEO,"Global funds have started to trim U.S. exposures as volatility in the U.S. stock markets due to AI-driven enthusiasm has “reduced growth opportunities,” said Carl Roothman, CEO of Sanlam Investment Gr...",BUSINESS,https://www.thehindu.com/business/global-funds-trimming-exposures-amidst-imminent-correction-in-us-markets-sanlam-group-ceo/article70276727.ece
"Extend trade relief measures to the entire textile value chain, says SIMA","The trade relief measures announced by the Reserve Bank of India and the Central government to the apparel and made-ups segments should be given to the spinning and weaving units too, said the Souther...",BUSINESS,https://www.thehindu.com/business/extend-trade-relief-measures-to-the-entire-textile-value-chain-says-sima/article70284118.ece
"NMDC raises iron ore lump price to ₹5,600 per tonne","State-owned miner NMDC increased price of iron ore by ₹50 per tonne of Baila Lump effective November 15 while leaving the price of the Fines unchanged. The new per tonne Baila Lump price is ₹5,600, th...",BUSINESS,https://www.thehindu.com/business/nmdc-raises-iron-ore-lump-price-to-5600-per-tonne/article70284563.ece
Industry summit drew over ₹13 lakh crore investment pledges: Andhra CM,"Investment pledges worth over ₹13 lakh crore had been made during the 30th Confederation of Indian Industry (CII) Partnership Summit here, which were expected to create over 16 lakh jobs, Andhra Prade...",BUSINESS,https://www.thehindu.com/news/national/andhra-pradesh/industry-summit-drew-over-13-lakh-crore-investment-pledges-andhra-cm/article70284964.ece
"Asia Pacific region will require 19,560 new planes over 20 years: Airbus","The Asia Pacific region is projected to require 19,560 new narrow-body and wide-body planes over the next 20 years, majorly driven by demand from India and China, aircraft maker Airbus said on Saturda...",BUSINESS,https://www.thehindu.com/business/Industry/asia-pacific-region-will-require-19560-new-planes-over-20-years-airbus/article70283411.ece
Oracle bonds sell off as AI investment fuels investor concerns,Oracle bonds have taken a hit in recent days following a report that the cloud and artificial intelligence service provider plans to add another $38 billion to its heavy debt load to fund its AI infra...,BUSINESS,https://www.thehindu.com/sci-tech/technology/oracle-bonds-sell-off-as-ai-investment-fuels-investor-concerns/article70282775.ece
Reliance HR chief Ira Bindra named among world's top CHROs,"Reliance Industries Ltd's Human Resources chief Ira Bindra has been named among the world's top CHROs, making Reliance the only Indian company represented on the list....",BUSINESS,https://www.thehindu.com/business/Industry/reliance-hr-chief-ira-bindra-named-among-worlds-top-chros/article70283160.ece
Reliance to set up 1 gigawatt AI data centre in Andhra Pradesh,"Reliance Industries plans to set up a 1-gigawatt AI data center in India’s Andhra Pradesh, the state’s chief minister said on Friday,adding to infrastructure capacity in India where the likes of Googl...",BUSINESS,https://www.thehindu.com/sci-tech/technology/reliance-to-set-up-1-gigawatt-ai-data-centre-in-andhra-pradesh/article70283034.ece
Google announces $40 billion Texas investment to expand AI,"Google announced Friday a major $40 billion investment in Texas through 2027 to build new cloud computing and artificial intelligence infrastructure,marking the latest in a series of massive technolog...",BUSINESS,https://www.thehindu.com/sci-tech/technology/google-announces-40-billion-texas-investment-to-expand-ai/article70282771.ece
"Adani Group to invest ₹63,000 crore in two major power projects in Assam","The Adani Group will invest about ₹63,000 crore in Assam to build major power projects, including the Northeast's largest private coal-fired plant, and new pumped-storage facilities....",BUSINESS,https://www.thehindu.com/business/Industry/adani-group-to-invest-63000-crore-in-two-major-power-projects-in-assam/article70282754.ece
IHCL to acquire 51% stake in Atmantan for ₹240 crore,"Indian Hotels Company (IHCL), said it has signed definitive agreements to acquire 51% stake in Sparsh Infratech Private Limited, which owns ‘Atmantan’, a well-established luxury wellness centre locate...",BUSINESS,https://www.thehindu.com/business/ihcl-to-acquire-51-stake-in-atmantan-for-240-crore/article70280399.ece
SEBI proposes to simplify offer document,"The Securities and Exchange Board of India (SEBI) has proposed to mandate the publication of offer document summary and rationalise disclosures in the document to improve information accessibility, ac...",BUSINESS,https://www.thehindu.com/business/sebi-proposes-to-simplify-offer-document/article70280909.ece
"High gold prices, CBDC to influence central banks’ accounting, disclosures: RBI DG Murmu",The sharp rise in gold prices and the potential impact of Central Bank Digital Currency (CBDC) on central bank balance sheets are among emerging areas in central bank accounting and disclosures which ...,BUSINESS,https://www.thehindu.com/business/high-gold-prices-cbdc-to-influence-central-banks-accounting-disclosures-rbi-dg-murmu/article70280137.ece
"Dr. Reddy’s, Divis’ units conclude U.S. FDA inspection sans observations",A manufacturing facility each of drugmakers Dr. Reddy’s Laboratories and Divi’s Laboratories in Andhra Pradesh and Telangana respectively has concluded inspection by the U.S. Food and Drug Administrat...,BUSINESS,https://www.thehindu.com/business/dr-reddys-divis-units-conclude-us-fda-inspection-sans-observations/article70280951.ece
Formulations unit of Aurobindo Pharma arm gets 9 U.S. FDA observations,A formulation manufacturing facility of Aurobindo Pharma subsidiary Eugia Pharma Specialities in Rajasthan has been issued nine observations by the U.S. Food and Drug Administration....,BUSINESS,https://www.thehindu.com/business/formulations-unit-of-aurobindo-pharma-arm-gets-9-us-fda-observations/article70280984.ece
Natco Pharma Q2 net dips 23% to ₹518 crore,Generic drugmaker Natco Pharma reported September quarter consolidated net profit declined more than 23% to ₹517.9 crore compared to ₹676.5 crore a year earlier on the back of muted topline growth....,BUSINESS,https://www.thehindu.com/business/natco-pharma-q2-net-dips-23-to-518-crore/article70280922.ece
RBI announces trade relief measures to support exporters deal with tariff headwind,"To provide relief to exporters on account of trade disruptions arising due to global headwinds, more specifically tariffs, the Reserve Bank of India (RBI) on Friday (November 14, 2025) announced a hos...",BUSINESS,https://www.thehindu.com/business/rbi-announces-trade-relief-measures-to-support-exporters-deal-with-tariff-headwind/article70280305.ece
"Sensex, Nifty settle with modest gains amid see-saw trade","Equity benchmark indices Sensex and Nifty reversed early losses to end modestly higher on Friday (November 14, 2025) as investors turned to buying blue-chip stocks at beaten down prices....",BUSINESS,https://www.thehindu.com/business/markets/sensex-nifty-settle-with-modest-gains-amid-see-saw-trade/article70279800.ece
Rupee falls 3 paise to close at 88.73 against U.S. dollar,"The rupee fell three paise to close at 88.73 (provisional) against the U.S. dollar on Friday (November 14, 2025), weighed down by the strength of the American currency and rising crude oil prices....",BUSINESS,https://www.thehindu.com/business/markets/rupee-falls-3-paise-to-close-at-8873-against-us-dollar/article70279681.ece
"WPI inflation falls to (-)1.21% in October on GST cut, favourable base","Wholesale price inflation (WPI) fell to (-) 1 .21% in October, driven by a decline in prices of food articles like pulses and vegetables, as well as lower fuel and manufactured items' prices, governme...",BUSINESS,https://www.thehindu.com/business/Economy/wpi-inflation-falls-to-121-in-october-on-gst-cut-favourable-base/article70278902.ece
Anil Ambani offers to 'virtually appear' before ED in FEMA case,"Reliance Group chairman Anil Ambani has offered to appear before the Enforcement Directorate through ""virtual means"" following summons issued to him under the FEMA for Friday (November 14, 2025)....",BUSINESS,https://www.thehindu.com/business/Industry/anil-ambani-offers-to-virtually-appear-before-ed-in-fema-case/article70278541.ece
Star Air raises ₹150 crore to fuel its fleet expansion,Bengaluru-headquartered regional carrier Star Air said it has raised ₹150 crore in Series B Round Fund to fuel its fleet expansion....,BUSINESS,https://www.thehindu.com/business/Industry/star-air-raises-150-crore/article70276644.ece
Markets open lower on global selloff; Bihar election results in focus,"Equity benchmark indices Sensex and Nifty opened on a weaker note on Friday (November 24, 2025) as weak global market trends and jitters ahead of the Bihar election results weighed on the investor sen...",BUSINESS,https://www.thehindu.com/business/markets/markets-open-lower-on-global-selloff-bihar-election-results-in-focus/article70278440.ece
Rupee falls 5 paise to 88.75 against U.S. dollar in early trade,"The rupee depreciated by 5 paise to 88.75 against the U.S. dollar in early trade on Friday (November 14, 2025), tracking a negative trend in domestic equities and foreign fund outflows....",BUSINESS,https://www.thehindu.com/business/markets/rupee-falls-5-paise-to-8875-against-us-dollar-in-early-trade/article70278442.ece
"""Big Short"" investor Michael Burry closes fund after billion-dollar AI bets","Michael Burry, the investor who gained fame after being featured in ""The Big Short""—the film about the 2008 financial crisis—has closed his hedge fund Scion Capital amid growing Wall Street concerns a...",BUSINESS,https://www.thehindu.com/sci-tech/technology/big-short-investor-michael-burry-closes-fund-after-billion-dollar-ai-bets/article70278229.ece
Eureka Forbes Q2 net profit rises 32% to ₹62 crore,"Eureka Forbes Limited, for the second quarter ended September 30, 2025, reported 32% Year over Year (YoY) growth in standalone net profit to ₹61.6 crore. Revenue from operations increased 14.9% YoY to...",BUSINESS,https://www.thehindu.com/business/Industry/eureka-forbes-q2-net-profit-rises-32-to-62-crore/article70276719.ece
"Retailer All Things Baby unveils flagship store in Mumbai, plans to add 25 more","Premium mother and baby platform, All Things Baby, is planning to add 25 stores in key cities within next five years in keeping in line with the demand for such products....",BUSINESS,https://www.thehindu.com/business/retailer-all-things-baby-unveils-flagship-store-in-mumbai-plans-to-add-25-more/article70276424.ece
India’s used car market set to double and hit 10 million mark by 2030: Indian Blue Book,"India’s pre-owned car market which reached 5.9 million units in FY25 is projected to grow at a 10% CAGR, reaching 9.5 million units by 2030, as per the latest edition of the Indian Blue Book developed...",BUSINESS,https://www.thehindu.com/business/indias-used-car-market-set-to-double-and-hit-10-million-mark-by-2030-indian-blue-book/article70276235.ece
GIFT City signs MoU with ANSR Global to promote growth of global capability centres,...,BUSINESS,https://www.thehindu.com/business/gift-city-signs-mou-with-ansr-global-to-promote-growth-of-global-capability-centres/article70275590.ece
"‘Cloud is a shared responsibility model,’ says AWS Head of Partner Business in India and South Asia","AWS on Thursday (November 6, 2025)announced the expansion of its Amazon Web Services (AWS) Marketplace in India, enabling buyers and sellers of software and services to transact in rupees as AWS bring...",BUSINESS,https://www.thehindu.com/sci-tech/technology/cloud-is-a-shared-responsibility-model-says-aws-head-of-partner-business-in-india/article70274103.ece
Air India drags Singapore Airlines net profit,"Singapore Airlines Group’s half-year net profit tumbled -67.8% to SGD 239 million, partly due to losses from Air India, its joint-venture airline with Tata Group....",BUSINESS,https://www.thehindu.com/business/Industry/air-india-drags-singapore-airlines-net-profit/article70276704.ece
Oncology injectable facility of Zydus gets two U.S. FDA observations,"The oncology injectable manufacturing of Zydus in SEZ1, Ahmedabad, has received two observations from the U.S. Food and Drug Administration (U.S. FDA)....",BUSINESS,https://www.thehindu.com/business/oncology-injectable-facility-of-zydus-gets-two-us-fda-observations/article70276034.ece
"Eicher Motors Q2 PAT rises 24% to Rs 1,369 crore","Eicher Motors Ltd for the second quarter ended September 30, 2025, reported 24% year on year (YoY) growth in consolidated net profit to Rs 1,369 crore backed by 45% YoY growth in revenues at ₹6,071 cr...",BUSINESS,https://www.thehindu.com/business/eicher-motors-q2-pat-rises-24-to-rs-1369-crore/article70276664.ece
High quality standard in industries urged through QCO application,"An October 6, 2025 order by the Ministry of Steel extending the timeline of the implementation of Quality Control Order (QCO) guideline for stainless steel flat products until December 31, 2025, has r...",BUSINESS,https://www.thehindu.com/business/high-quality-standard-in-industries-urged-through-qco-application/article70275729.ece
"Need to look at industrial structure of the hydrocarbon sector, says NITI Aayog Vice Chairperson","The industrial structure of the hydrocarbon sector is something we need to examine, NITI Aayog Vice Chairperson Suman Bery said Thursday (November 13, 2025)....",BUSINESS,https://www.thehindu.com/business/Industry/need-to-look-at-industrial-structure-of-the-hydrocarbon-sector-says-niti-aayog-vice-chairperson/article70275470.ece
"E-waste recycling industry needs ₹50,000 crore investment to tap full potential","The e-waste recycling industry in India would require about ₹50,000 crore investment to handle all kinds of waste being generated from the country’s 1.4 billion population, industry officials said....",BUSINESS,https://www.thehindu.com/business/e-waste-recycling-industry-needs-50000-crore-investment-to-tap-full-potential/article70276102.ece
Singapore Business Federation opens centre in Bengaluru,"The Singapore Business Federation (SBF) on Thursday (November 13, 2025) opened its fourth Singapore Enterprise Centre (SEC) in India, in Bengaluru, to help small enterprises in Singapore tap into Indi...",BUSINESS,https://www.thehindu.com/business/Industry/singapore-business-federation-opens-centre-in-bengaluru/article70276656.ece
Chhattisgarh commences dispatch of India’s biggest-ever copper concentrate export to China,"Chhattisgarhon Wednesday (November 12, 2025) informed it had commenced the dispatch of India’s largest-ever copper concentrate consignment to China. The consignment containing 12,000 metric tons of co...",BUSINESS,https://www.thehindu.com/business/Industry/chhattisgarh-commences-dispatch-of-indias-biggest-ever-copper-concentrate-export-to-china/article70276058.ece
Granules Q2 net rises 34% to ₹130 cr.,Generic drugmaker Granules India reported September quarter consolidated net profit increased nearly 34% to ₹130 crore compared to ₹97.2 crore a year earlier....,BUSINESS,https://www.thehindu.com/business/granules-q2-net-rises-34-to-130-cr/article70275792.ece
Tata Motors reports net loss of ₹867 crore in Q2 FY26,"Tata Motors Ltd (formerly TML Commercial Vehicles Ltd.) which got listed on Wednesday after a demerger, for the second quarter ended September 30, 2025 reported net loss of ₹867 crore on account of ma...",BUSINESS,https://www.thehindu.com/business/tata-motors-reports-net-loss-of-867-crorein-q2-fy26/article70276556.ece
"Exporters welcome govt’s ₹45,000 crore export plan, but say more details & allocation needed","The Export Promotion Mission (EPM) and the credit guarantee scheme for exporters (CGSE) approved by the Union Cabinet on Wednesday (November 12, 2025) has been welcomed by exporter bodies and trade ex...",BUSINESS,https://www.thehindu.com/business/exporters-welcome-govts-45000-crore-export-plan-but-say-more-details-allocation-needed/article70275324.ece
"India, Nepal ink pact to step up trade ties","India and Nepal have amended the Treaty of Transit between the two countries to facilitate the movement of rail-based freight between Jogbani in India and Biratnagar in Nepal, including bulk cargo....",BUSINESS,https://www.thehindu.com/business/Economy/india-nepal-sign-agreement-to-ease-movement-of-rail-based-freight-between-the-two-nations/article70275377.ece
"Stock markets end with marginal gains amid volatile trade, foreign fund outflows","Stock markets’ three-day rally fizzled out, with benchmark indices Sensex and Nifty ending on a flat note amid a choppy trade on Thursday (November 13, 2025) as  lacklusture sentiment across global eq...",BUSINESS,https://www.thehindu.com/business/markets/stock-markets-end-with-marginal-gains-amid-volatile-trade-foreign-fund-outflows/article70275070.ece
Rupee falls 6 paise to close at 88.68 against U.S. dollar,"The rupee consolidated in a narrow range and settled for the day lower by 6 paise at 88.68 (provisional) against the U.S. dollar on Thursday (November 13, 2025), as foreign fund outflows and continuou...",BUSINESS,https://www.thehindu.com/business/markets/rupee-falls-6-paise-to-close-at-8868-against-us-dollar/article70275020.ece
"Singapore to trial tokenised bills, bring in stablecoin laws, central bank chief says",Singapore’s central bank will hold trials to issue tokenised MAS bills next year and bring in laws to regulate stablecoins as it presses forward withplans to build a scalable and secure tokenised fina...,BUSINESS,https://www.thehindu.com/sci-tech/technology/singapore-to-trial-tokenised-bills-bring-in-stablecoin-laws-central-bank-chief-says/article70274586.ece
PhysicsWallah IPO got fully subscribed on final day of bidding,"The initial public offering of edtech unicorn PhysicsWallahgot fully subscribed on the last day of the initial share sale on Thursday (November 13, 2025)....",BUSINESS,https://www.thehindu.com/business/markets/physicswallah-ipo-got-fully-subscribed-on-final-day-of-bidding/article70274687.ece
Crude oil futures ease amid weak spot demand,"Crude oil futures on Thursday (November 13, 2025) declined by ₹10 to ₹5,213 per barrel as participants trimmed their positions amid weak demand in the spot market....",BUSINESS,https://www.thehindu.com/business/markets/crude-oil-futures-ease-amid-weak-spot-demand/article70274383.ece
ED arrests former CMD of Jaypee Infratech,"The Enforcement Directorate (ED) on Thursday arrested Manoj Gaur, former executive chairman and chief executive officer of Jaiprakash Associates Limited (JAL), and former chairman and managing directo...",BUSINESS,https://www.thehindu.com/business/ed-arrests-jaypee-infratech-md-manoj-gaur-in-money-laundering-case/article70274176.ece
